date,headline,source,summary
2024-08-05,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-08-08,Press Release - Cyble and Wipro Forge Alliance to Offer AI-Driven Cybersecurity Risk Management Solutions,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-09,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-08-12,"The disclosure pursuant to Regulation 30 read with Para A of Part A of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 is enclosed",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2024-08-12,Intimation regarding loss of share certificate and issuance of duplicate share certificate in lieu thereof,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-08-12,Press Release - Wipro Adopts Google Cloud AI Technologies including Gemini to Accelerate Innovation and Productivity,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-13,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-08-14,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-08-14,Press Release - Generative AI is a Top Driver for Cloud Investments: Wipro FullStride Cloud Report,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-22,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-22,Press Release - Wipro Extends Relationship with the John Lewis Partnership to Complete Cloud Transformation Project,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-27,Press Release - Wipro Forms New Partnership to Strengthen Its Enterprise AI-Ready Platform,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-28,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-08-28,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-28,"Please refer to our letter dated January 18, 2024, informing that Wipro Limited (""Company"") had signed a definitive agreement to subscribe for the equity share capital in Huoban Energy ....",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-30,"The disclosure pursuant to Regulation 30 read with Para A of Part A of Schedule III of SEBI  (Listing Obligations and Disclosure Requirements) Regulations, 2015 is enclosed",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2024-08-30,Press Release - Wipro Appoints Srikumar Rao as Global Head of its Engineering Edge Business Line,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-05,Wipro Enlisted by JFK International Air Terminal to Meet Sustainability Targets,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-05,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-09-05,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirement), 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-09-05,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-09-11,Press Release - Wipro Builds an AI-Enabled Data Strategy for JKF International Air Terminal,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-12,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-09-19,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-09-20,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-01,"The trading window for dealing in the securities of the Company has been closed from September 16, 2024 till the close of trading hours of October 19, 2024 (both days inclusive).",BSE,Closure of Trading Window
2024-10-01,"WIPRO LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 17/10/2024 ,inter alia, to consider and approve a) the condensed audited standalone ....",BSE,"Board Meeting Intimation for Intimation Of Board Meeting Under Regulation 29(1) Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-10-03,"Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the period ended September 30, 2024",BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2024-10-04,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Wipro, Inc. has ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-10-07,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-08,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-08,"Press Release - Wipro Limited to Announce Results for the Second Quarter Ended September 30, 2024, on October 17, 2024",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-10,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-13,"WIPRO LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 17/10/2024 ,inter alia, to consider and approve The Board of Directors of the Company ....",BSE,Update on board meeting
2024-10-16,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-17,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-17,Outcome of Board Meeting - Financial Results and Bonus Issue,BSE,Board Meeting Outcome for Outcome Of Board Meeting
2024-10-17,Outcome of Board Meeting - Bonus Issue,BSE,Corporate Action-Board recommends Bonus Issue
2024-10-17,"In continuation to our financial statements for the quarter and half year ended September 30, 2024, filed with the Stock Exchanges on October 17, 2024, please find attached the auditor''s ....",BSE,"Auditor''s Report On Financial Statements For The Quarter And Half Year Ended September 30, 2024 With UDIN"
2024-10-17,"This is to inform that the presentation and video recording of the earnings press conference held on October 17, 2024 is available on the Company's website at https://www.wipro.com/new ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
2024-10-18,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Wipro Life Science ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-10-18,"Please find attached herewith copy of the transcript of the Analyst/ Institutional Investor Meeting held on October 17, 2024. The audio recording of the same is available at https://ww ....",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2024-10-18,"Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the copies of the newspaper advertisement published in the Financial Express and ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-10-21,"Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the copies of newspaper advertisement published in the Business Standard and Kannada ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-10-21,Postal Ballot Notice for Issue of Bonus Shares,BSE,Shareholder Meeting / Postal Ballot-Notice of Postal Ballot
2024-10-22,Press Release  - Ericsson & Wipro Transform Odido''s Billing Experience for Customers,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-23,"Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the copies of the newspaper advertisement published in the Business Standard and ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-10-23,"This is to inform that the Company has granted 49,167 (Forty Nine Thousand One Hundred and Sixty Seven) Restricted Stock Units under Company''s ADS Restricted Stock Unit Plan 2004 to identified ....",BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-23,Press Release - Wealthtime pioneers innovative business transformation through agreement with Wipro and GBST,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-23,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-10-24,Press Release - Wipro Empowers Enterprises with AI Solutions Powered by NVIDIA for New Era of AI,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-26,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of SEBI Listing Regulations, 2015, it is informed that Atom Solutions, LLC - US, stepdown subsidiary of Wipro Limited ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-10-28,Press Release - Wealth Management Firms Expected to More Than Double AI Budgets: Wipro Survey,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-10-29,"Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015.",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015."
2024-10-29,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-10-30,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-10-30,"Press Release - Wipro, Microsoft and SAP Collaborate to Accelerate RISE with SAP Migration at Near Zero Cost",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-06,Press Release - Wipro Announces Strategic Partnership with RELEX Solutions,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-06,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-11-07,Press Release - Wipro Launches ''Google Gemini Experience Zone'' to Accelerate AI- Driven Innovation for Enterprises,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-08,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Zash Traders & PACs",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2024-11-08,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Prazim Traders & PACs",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2024-11-08,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Prazim Trading and Investment Company Pvt Ltd & PACs",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2024-11-08,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and para 202.05 read with para 202.06 of the NYSE Listed Company Manual, it is ....",BSE,"Disclosure Pursuant To Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-11-09,"The disclosure pursuant to Regulation 30 read with Para A of Part  A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015, is enclosed",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2024-11-12,Press Release - Wipro and FORVIA transform Advanced Driver Assistance Systems (ADAS) applications,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-13,Press Release - Digital Transformation Success: Sipchem and Wipro Collaborate for Major SAP S/4HANA Implementation,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-14,"Intimation of Schedule of Analyst / Institutional Investor Meetings under SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-11-20,"This is to inform you that the Company has granted 4,070 (Four Thousand and Seventy Only) Restricted Stock Units under Company''s Restricted Stock Unit Plan 2007 to its identified employee. ....",BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-11-20,Press Release - Wipro and Lineaje Collaborate to Boost Enterprise Software Supply Chain Security.,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-21,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-11-21,Results of Postal Ballot by remote e-voting process and Proceedings of the meeting,BSE,"Shareholder Meeting / Postal Ballot-Scrutinizer""s Report"
2024-11-21,"Pursuant to Regulation 42 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and Clause 204.21 of NYSE Listed Company Manual, the Board of Directors had fixed Tuesday, ....",BSE,Intimation Of Record Date For Issue Of Bonus Equity Shares
2024-11-22,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that The Capital Markets ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015."
2024-11-22,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-11-25,"The disclosure is pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2024-11-25,Press Release - Wipro Appoints Omkar Nisal as Chief Executive Officer for Europe Strategic Market Unit,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-26,Press Release - Marelli Extends Relationship with Wipro for Continued Evolution of IT Infrastructure.,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-11-26,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-11-27,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-11-28,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-03,Press Release  - Wipro and Netskope Partner to Offer Cybersecurity Optimization Advisory Services,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-12-04,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Allotment of Bonus Equity Shares",BSE,Announcement under Regulation 30 (LODR)-Allotment
2024-12-04,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-12-06,Press Release - Wipro and SIAM.AI Build AI Assistant for Tourism Authority of Thailand with NVIDIA AI,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-12-06,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-10,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-16,"Pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 and para 202.05 read with para 202.06 of the ....",BSE,Announcement under Regulation 30 (LODR)-Acquisition
2024-12-17,"Please refer to our letter dated December 16, 2024 informing that Wipro (through its subsidiaries) has signed a definitive agreement to acquire 100% shareholding in Applied Value Technologies ....",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-12-17,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-18,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Capco Consulting ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-12-24,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-30,"Please refer to our letter dated December 16, 2024 informing that Wipro (through its subsidiaries) had signed a definitive agreement to acquire 100% shareholding in Applied Value Technologies, ....",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-06,"Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the period ended December 31, 2024",BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-01-06,"WIPRO LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 17/01/2025 ,inter alia, to consider and approve a) the condensed audited standalone ....",BSE,"Board Meeting Intimation for Intimation Of Board Meeting Under Regulation 29(1) Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-06,"The Trading window for dealing in the securities of the Company is closed from December 25, 2024 to January 19, 2025 (both days inclusive).",BSE,Closure of Trading Window
2025-01-08,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-01-08,"Press Release  - Wipro Limited to Announce Results for the Third Quarter ended December 31, 2024 on January 17, 2025",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-01-16,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-16,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-01-17,"The Board of Directors of Wipro Limited, have at their meeting held over January 16-17, 2025, considered and approved the payment of interim dividend of Rs. 6 per equity share of par value ....",BSE,Board Meeting Outcome for Outcome Of Board Meeting - Interim Dividend
2025-01-17,"Outcome of Board Meeting - Financial Results, Interim Dividend",BSE,Outcome Of Board Meeting
2025-01-17,"This is to inform that the presentation and video recording of the earnings press conference held on January 17, 2025 is available on the Company's website at https://www.wipro.com/new ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
2025-01-17,"Integrated Filing (Financial) for the quarter ended December 31, 2024",BSE,Integrated Filing (Financial)
2025-01-17,"Auditor''s Report on financial statements for the quarter ended December 31, 2024 with UDIN",BSE,"Auditor''s Report On Financial Statements For The Quarter Ended December 31, 2024 With UDIN"
2025-01-17,Outcome of Board Meeting - Change in Senior Management Personnel,BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2025-01-17,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-01-17,Board approves Interim Dividend,BSE,Corporate Action-Board approves Dividend
2025-01-18,"Newspaper Advertisement  - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-01-20,"Please find attached herewith copy of the transcript of the Analyst/ Institutional Investor Meeting held on January 17, 2025. The audio recording of the same is available at https://ww ....",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-01-20,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Capco (UK) 1, Limited ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-22,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-01-23,"Intimation of Schedule of Analyst/ Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-01-23,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-24,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-01-27,Press Release - FrieslandCampina Selects Wipro to Transform their IT Operations,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-01-28,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-01-30,Press Release - Wipro Wins Multi-Million-Dollar Deal by Etihad Airways for IT Transformation and Cost Optimization,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-01-30,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-01-30,"Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-02-04,"Intimation of Schedule of Analyst/ Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-02-04,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-02-06,"Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-02-11,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-02-14,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Appointment of Senior Management Personnel",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Appointment Of Senior Management Personnel"
2025-02-14,Press Release  - Wipro Appoints Amit Kumar as Managing Partner and Global Head of Wipro Consulting.,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-02-21,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-02-22,Press Release - Wipro earthian Awards 2024 Felicitate Excellence in Sustainability Education,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-02-25,"Intimation of Schedule of Analyst / Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-02-26,Press Release - Wipro Commits $200 Million in Fresh Investment to Wipro Ventures,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-02-26,"The disclosure pursuant to Regulation 30 read with Para A of Part A of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and Clause 204.10 of the ....",BSE,Announcement under Regulation 30 (LODR)-Change in Directorate
2025-02-28,"Postal Ballot Notice for:
a) Re-appointment of Mr. Deepak M. Satwalekar (DIN: 00009627) as an Independent Director on the Board of Wipro Limited (the ""Company""); and
b) Approval for migration ....",BSE,Shareholder Meeting / Postal Ballot-Notice of Postal Ballot
2025-02-28,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-03-01,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-03-01,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-05,Press Release - Wipro Launches TelcoAI360 at Mobile World Congress 2025,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-03-07,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-07,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-14,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Change in Senior Management Personnel",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2025-03-14,Wipro Realigns Business Lines to Augment Go-to-Market Capabilities,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-03-14,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015  - Change in Senior Management Personnel",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Senior Management Personnel"
2025-03-14,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-14,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-19,Press Release - Wipro Brings Sovereign AI Services with NVIDIA AI to Governments and Enterprises Around the World,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-03-20,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-24,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-03-24,Press Release - Wipro Announces AI Agent Solutions Across the Healthcare Industry Powered by Agentforce,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-03-25,"Disclosure pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-03-26,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-03-26,"Disclosure pursuant to Regulation 30 read with Para B of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-03-26,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-30,Results of Postal Ballot by remote e-voting process and Proceedings of the meeting,BSE,Shareholder Meeting / Postal Ballot-Outcome of Postal_Ballot
2025-03-30,Scrutinizer''s Report,BSE,"Shareholder Meeting / Postal Ballot-Scrutinizer""s Report"
2025-03-31,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
